"5441"	[555523.0499999973, 37671.17999999985, 94.46064444822262]
"5448"	[547873.9500000002, 41768.35, 135.6795319465082]
"5455"	[253429.120000002, 20248.97999999995, 95.88691638289897]
"5462"	[573552.2500000033, 26850.619999999544, 117.31483943546804]
"5469"	[131655.0100000001, 8048.10000000001, 127.94461613216724]
"5476"	[651421.7899999993, 45739.96999999985, 85.2534733673602]
"5483"	[51581.25000000001, 2962.8399999999965, 59.83903712296985]
"5490"	[182906.11999999938, 14528.710000000015, 53.34095071449384]
"5497"	[63906.470000000045, 3746.129999999997, 92.35039017341047]
"5504"	[338399.69000000035, 22674.799999999625, 78.56969816577673]
"5511"	[89004.09999999982, 4975.570000000004, 56.69050955414001]
"5518"	[25952.23000000003, 1845.3000000000002, 82.38803174603184]
"5525"	[259102.29000000085, 12173.480000000001, 154.5034525939182]
"5532"	[81783.87999999992, 6184.55, 150.61488029465914]
"5539"	[77094.89000000004, 4554.389999999997, 91.99867541766115]
"5546"	[61098.44000000003, 3712.8199999999974, 83.46781420765032]
"5553"	[59911.77, 4255.649999999992, 69.10238754325259]
"5560"	[2612.959999999999, 179.49999999999997, 53.32571428571427]
"5567"	[28904.070000000043, 1597.3399999999988, 39.86768275862075]
"5574"	[77308.93999999994, 6137.730000000001, 159.72921487603296]
"5581"	[54349.500000000044, 3522.96, 112.99272349272358]
"5588"	[30513.880000000016, 2265.7999999999997, 101.03933774834442]
"5595"	[6436.090000000001, 282.50000000000006, 134.08520833333336]
"5602"	[68989.59999999993, 4303.639999999999, 126.8191176470587]
"5609"	[154531.34999999971, 10676.750000000002, 96.58209374999983]
"5616"	[44395.22000000001, 3797.679999999998, 78.29844797178131]
"5623"	[418855.28000000113, 20200.889999999916, 81.55281931464197]
"5630"	[46831.75000000005, 2693.2599999999975, 133.42378917378932]
"5637"	[87547.67999999998, 6248.75, 141.43405492730207]
"5644"	[87829.21000000017, 4044.3999999999837, 78.77059192825126]
"5651"	[605786.6900000024, 29676.72999999938, 56.36798083186028]
"5658"	[41742.14000000002, 2690.12, 111.31237333333338]
"5665"	[86703.35000000011, 5538.009999999979, 35.44699509403112]
